substance,common_name,alt_names,type,mechanism,source,evidence_floor,candidate,duke_uses,gn_mechanism,gn_warning,matched_chem,duke_activities,duke_superacts,n_cousins
Aglaia roxburghiana,Priyanguka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Astringent|Inflammation|Refrigerant|Tumor(Abdomen),,,,,,0
Alangium hexapetalum,Ramatha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Albizia lebbeck,Cirisha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Cough|Flu|Lung|Pectoral|Rejuvenation|Tonic|Tumor(Abdomen),,,,,,0
Alhagi pseudalhagi,Duralabha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Expectorant|Laxative|Tumor(Abdomen),,,,,,0
Allium ursinum,Ramson,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Arteriosclerosis|Asthma|Carminative|Depurative|Digestive|Hypertension|Stomachic|Tonic|Tumor(Abdomen),,,,,,0
Ammi copticum,Dipyaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen)|Tumor(Uvula),,,,,,0
Amoora rohitaka,"Creeper,Rohita",,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Amorphophallus campanulatus,Saranah,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Ear)|Anodyne|Arrow-poison|Cholera|Constipation|Diarrhea|Dysentery|Fever|Hemorrhage|Laxative|Megalospleny|Neuralgia|Piles|Pimple|Pleurisy|Pneumonia|Puerperium|Rinderpest|Septicemia|Swelling|Throat|Tumor(Abdomen),,general_toxicity,,,,0
Anthocephalus cadamba,Kadamba,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Fever|Tumor(Abdomen),,,,,,0
Asparagus racemosus,Catavari,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Bones)|Ache(Limb)|Aphrodisiac|Demulcent|Demulcent(Veterinary)|Diuretic|Dysentery|Dyspepsia|Fever|Glossitis|Gravel|Impotence|Lactogogue|Nerves|Pleurisy|Rheumatism|Rinderpest|Sore|Tonic|Tumor(Abdomen),,,,,,0
Bambusa sp,Tvakkshiri,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Aphrodisiac|Apoplexy|Chorea|Convulsion|Epilepsy|Fever|Intellect|Paralysis|Stimulant|Tumor(Abdomen),,,,,,0
Barleria cristata,Sahachara,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Cough|Inflammation|Tumor(Abdomen),,,,,,0
Barringtonia acutangula,Nichula,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Cholera|Cold|Piscicide|Tumor(Abdomen),,,,,,0
Berberis asiatica,Haridra,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alterative|Aperient|Boil|Conjunctivitis|Diaphoretic|Eye|Laxative|Ophthalmia|Piles|Refrigerant|Sore|Stomachic|Tonic|Tumor(Abdomen),,,,,,0
Boerhaavia diffusa,Punarnava,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abdomen|Albuminuria|Anodyne|Antidote(Scolopendrid)|Anus|Asthma|Bright's Disease|Convulsion|Depurative|Diarrhea|Diuretic|Dropsy|Dysentery|Dysmenorrhea|Emetic|Enteritis|Epilepsy|Erysipelas|Expectorant|Fever|Fistula|Gastritis|Hysteria|Jaundice|Laxative|Malaria|Nerves|Prolapse|Purgative|Refrigerant|Smallpox|Spasm|Swelling|Tumor(Abdomen)|Vermifuge|Yaws,,,,,,0
Boswellia sp,Frankincense,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abortifacient|Alterative|Astringent|Cancer|Carminative|Diuretic|Emmenagogue|Nervine|Sedative|Stimulant|Tonic|Tumor(Abdomen),,pregnancy_caution,,,,0
Cassia sophera,Kasamardda,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Eye|Fever|Furuncle|Herpes|Malaria|Medicine (Vet)|Pneumonia|Purgative|Skin|Sore|Tumor(Abdomen),,,,,,0
Cedrus deodora,Amaradaru,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Cinnamomum tamala,Patra,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Aromatic|Astringent|Carminative|Colic|Diarrhea|Sore|Tumor(Abdomen),,,,,,0
Citrus medica,Matulunga,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Ache(Stomach)|Aperient|Arthritis|Astringent|Colic|Cough|Diarrhea|Dysentery|Expectorant|Fever|Insanity|Jaundice|Nausea|Pectoral|Refrigerant|Rigerant|Sclerosis(Spleen)|Stimulant|Stomachic|Syphilis|Thirst|Tonic|Tumor(Abdomen),,,,,,0
Clitoria ternatea,Cwetabhanda,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abscess|Antidote|Aperient|Apertif|Arthritis|Bite(Scorpion)|Bite(Snake)|Boil|Cathartic|Cough|Cystitis|Diuretic|Eruption|Laxative|Purgative|Refrigerant|Swelling|Tumor(Abdomen),,,,,,0
Coelogyne ovalis,Jivanti,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Cordia myxa,Sebesten,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Chest|Cough|Demulcent|Tumor(Abdomen)|Urogenital,,,,,,0
Curcuma zerumbet,Cathi,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Desmodium gangeticum,Vidarigandha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Ache(Tooth)|Alterative|Catarrh|Diarrhea|Diuretic|Dysentery|Expectorant|Febrifuge|Fever|Gravel|Sedative|Steam-Bath|Stone|Tonic|Tumor(Abdomen)|Urogenital|Vermifuge|Vision,,,,,,0
Digitalis purpurea,Foxglove,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Asthma|Bactericide|Cardiotonic|Diuretic|Dropsy|Edema|Fatality|Fever|Heart|Insanity|Neuralgia|Palpitation|Poison|Renitis|Sedative|Stimulant|Stimulant(Cardio)|Tonic|Tumor(Abdomen),,general_toxicity,,,,0
Dioscorea globosa,"Yam,Globose",,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Dolichos biflorus,Kulattha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Echites dichotoma,Asphota,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Embelia ribes,Vidango Kernel,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alterative|Anthelminthic|Astringent|Carminative|Chest|Cough|Diarrhea|Diuretic|Fever|Ringworm|Skin|Stimulant|Stomachic|Taenifuge|Tonic|Tumor(Abdomen)|Vermifuge|Vermifuge?,,,,,,0
Feronia limonia,Kapittha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alexiteric|Astringent|Cardiac|Carminative|Diarrhea|Dysentery|Gum|Indigestion|Scurvy|Stimulant|Stomachic|Throat|Tonic|Tumor(Abdomen),,,,,,0
Grewia asiatica,Parushaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Astringent|Bactericide|Demulcent|Eruption|Refrigerant|Rheumatism|Soap|Stomachic|Tumor(Abdomen),,,,,,0
Hiptage bengalensis,Malti,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Holarrhena antidysenterica,Kalingaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abscess|Ache(Stomach)|Ache(Tooth)|Amebiasis|Anemia|Anesthetic|Astringent|Bactericide|Bite(Dog)|Blood|Bronchitis|Candida|Chest|Cholera|Cold|Colic|Conception|Cough|Diarrhea|Dysentery|Dyspepsia|Epilepsy|Epistaxis|Fever|Fumitory|Gravel|Hematochezia|Hematuria|Hemorrhage|Labor|Laxative|Menorrhagia|Parturition|Piles|Puerperium|Rabies|Rennet|Skin|Spermatorrhea|Spleen|Splenitis|Stomachic|Tonic|Tuberculosis|Tumor(Abdomen)|Tumor(Glands)|Vermifuge,,,,,,0
Ichnocarpus frutescens,Sariva,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Alterative|Ardor|Asthma|Atrophy|Bite(Dog)|Bite(Snake)|Bladder|Bronchitis|Cachexia|Cholera|Convulsion|Cough|Cramp|Delirium|Demulcent|Depurative|Diabetes|Diaphoretic|Diuretic|Dysentery|Dyspepsia|Fever|Gum|Hematuria|Hemorrhage|Jaundice|Laxative|Measles|Megalospleny|Night-Blindness|Palsy|Phthisis|Pimple|Skin|Smallpox|Sore|Splenitis|Stone|Syphilis|Tongue|Tonic|Tumor(Abdomen)|Tumor(Glands)|Wound,,,,,,0
Ipomoea digitata,Vidari,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alterative|Aphrodisiac|Bronchitis|Cholagogue|Demulcent|Diuretic|Emaciation|Expectorant|Fever|Hepatitis|Lactagogue|Lactogogue|Menorrhagia|Poison|Rennet|Splenitis|Swelling|Tonic|Tuberculosis|Tumor(Abdomen),,general_toxicity,,,,0
Ipomoea reniformis,Dravanti,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Ipomoea turpethum,Trivrit,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Cathartic|Laxative|Purgative|Tumor(Abdomen)|Vermifuge,,,,,,0
Justicia adhatoda,Vrisha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alterative|Asthma|Bronchitis|Cough|Expectorant|Fever|Spasm|Tuberculosis|Tumor(Abdomen),,,,,,0
Madhuca indica,Madhuka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Anodyne|Antidote|Bite(Snake)|Blister|Breast|Bronchitis|Cachexia|Cholera|Cough|Dubdubia|Dysuria|Fever|Fistula|Gingivitis|Intestine|Laxative|Phthisis|Pimple|Smallpox|Sting(Bee)|Suppuration|Tuberculosis|Tumor(Abdomen)|Wound,,,,,,0
Mallotus philippensis,Kampillaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Antifertility|Antioxidant|Bactericide|Cyanogenetic|Hair-Oil|Herpes|Lithontriptic|Parasiticide|Piscicide|Poison|Ringworm|Scabies|Skin|Sore|Styptic|Taenifuge|Tumor(Abdomen)|Vermifuge,antioxidant,general_toxicity,,,,0
Mesua ferrea,Kacara,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Astringent|Bactericide|Candida|Cosmetic|Cough|Fungicide|Medicine|Parturition|Piles|Rheumatism|Skin|Soap|Stomachic|Sudorific|Tumor(Abdomen)|Wound,,,,,,0
Michelia champaca,Surabhi,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alterative|Angina|Anodyne|Asthma|Bronchitis|Carbuncle|Cephalgia|Cholera|Colic|Cosmetic|Cough|Demulcent|Deobstruent|Diuretic|Dysentery|Dyspepsia|Dysuria|Emmenagogue|Fever|Gonorrhea|Gout|Gravel|Hair-Oil|Halitosis|Hematochezia|Malaria|Menorrhagia|Ophthalmia|Ozoena|Parturition|Perfume|Phthisis|Puerperium|Purgative|Renitis|Rheumatism|Rinderpest|Sore|Spasm|Spermatorrhea|Stimulant|Stomachic|Thirst|Tuberculosis|Tumor(Abdomen),,pregnancy_caution,,,,0
Myrica nagi,Katphala,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Piscicide|Tumor(Abdomen),,,,,,0
Nardostachys jatamansi,Mansi,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Arrhythmia|Bronchitis|CNS depressant|Carminative|Cholera|Chorea|Convulsion|Cordial|Cosmetic|Cough|Delirium|Deobstruent|Deodorant|Diuretic|Dysentery|Emmenagogue|Epilepsy|Fainting|Hair-Tonic|Hairblack|Hypertension|Hysteria|Laxative|Madness|Medicine|Nerves|Nervine|Palpitation|Parturition|Perfume|Pilatory|Sclerosis|Sedative|Skin|Smallpox|Sore|Spasm|Stimulant|Stomachic|Tachycardia|Tonic|Tuberculosis|Tumor(Abdomen),,pregnancy_caution,,,,0
Nelumbo nucifera,"Lotus,Blue",,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abdomen|Alcoholism|Antidote|Antiemetic|Bacteriostat|Bruise|Cancer(Cervix)|Chest|Cholera|Circulation|Complexion|Cosmetic|Decoagulant|Demulcent|Deobstruent|Depurative|Diarrhea|Diuretic|Dysentery|Dyspepsia|Ejaculation|Enteritis|Epistaxis|Fever|Flux|Gonorrhea|Hairblack|Heart|Hematemesis|Hematochezia|Hematuria|Hemoptysis|Hemorrhage|Hemostat|Insomnia|Intellect|Intestine|Labor|Leucorrhea|Medicine|Metrorrhagia|Neurasthenia|Panacea|Post-Partum|Puerperium|Refrigerant|Ringworm|Sclerosis(Limb)|Sedative|Semen|Skin|Smallpox|Spasm|Spermatorrhea|Spleen|Stomachic|Sunstroke|Tonic|Tumor(Abdomen)|Vermifuge|Vertigo|Virility,,,,,,0
Ocimum sanctum,Surasa,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Ear)|Ache(Stomach)|Anasarca|Bactericide|Bite(Dog)|Bite(Snake)|Bronchitis|Catarrh|Cholera|Cold|Collapse|Collyrium|Conjunctivitis|Cough|Demulcent|Diaphoretic|Dropsy|Expectorant|Febrifuge|Fever|Gastritis|Gastrosis|Gravel|Hemiplegia|Hemorrhage|Insecticide|Labor|Lactagogue|Laxative|Malaria|Nausea|Ophthalmia|Parturition|Puerperium|Rabies|Repellant(Insect)|Rheumatism|Ringworm|Septicemia|Skin|Stimulant|Tuberculosis|Tumor|Tumor(Abdomen)|Urogenital,,,,,,0
Oldenlandia biflora,Parppataka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Oldenlandia corymbosa,Parpata,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Bilious|Fever|Hepatitis|Hepatomegaly|Jaundice|Lymphadenitis|Neophasia|Ophthalmia|Sore|Splenomegaly|Tumor(Abdomen),,,,,,0
Oroxylum indicum,Syonaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Ache(Stomach)|Ache(Tooth)|Anthrax|Antiseptic|Astringent|Bite(Snake)|Cholera|Colic|Diaphoretic|Diarrhea|Diuretic|Dysentery|Dyslactation|Dyspepsia|Dysuria|Enterosis|Epilepsy|Fever|Gastrosis|Otorrhea|Parturition|Pimple|Puerperium|Purgative|Rheumatism|Rinderpest|Sore|Splenomegaly|Stomach|Stomachic|Swelling|Tonic|Tonsillitis|Tumor(Abdomen)|Urticaria|Vermicide|Vertigo|Wound(Veterinary),,,,,,0
Pavonia odorata,Ambu,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Astringent|Dysentery|Enterorrhagia|Fever|Inflammation|Intestine|Refrigerant|Stomachic|Tumor(Abdomen),,,,,,0
Pentapetes phoenicea,Bandhujiva,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Bronchitis|Cough|Dysentery|Emollient|Fever|Labor|Tuberculosis|Tumor(Abdomen),,,,,,0
Phyllanthus emblica,Amlaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Tooth)|Acrid|Anemia|Anodyne|Anthrax|Bactericide|Candida|Carbuncle|Cholera|Convulsion|Diarrhea|Dysentery|Epilepsy|Fever|Fistula|Fungicide|Gonorrhea|Gravel|Laxative|Pimple|Purgative|Rinderpest|Sore|Sterility(Female)|Sweetener|Thirst|Tubercle|Tumor(Abdomen),,,,,,0
Phyllanthus niruri,Tamalaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Stomach)|Apertif|Blennorrhagia|Carminative|Colic|Cough|Dermatosis|Diabetes|Diarrhea|Digestive|Diuretic|Dropsy|Dysentery|Dyspepsia|Emmenagogue|Fever|Flu|Gonorrhea|Itch|Kidney|Laxative|Malaria|Medicine|Miscarriage|Piscicide|Poultice|Rectitis|Renosis|Sting(Caterpillar)|Stomachic|Syphilis|Tenesmus|Tonic|Tumor(Abdomen)|Typhoid|Vaginitis|Vertigo,,pregnancy_caution,,,,0
Pimpinella involucrata,Ajamoda,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Pinus roxburghii,Sarala,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Antiseptic|Arthritis|Bactericide|Boil|Bronchitis|Carminative|Colic|Dysuria|Epistaxis|Expectorant|Fracture|Gangrene|Gonorrhea|Hemorrhage|Inflammation|Lumbago|Lung|Neuralgia|Rheumatism|Rubefacient|Sprain|Stimulant|Stomachic|Swelling|Tumor(Abdomen)|Tympanitis|Vermicide,,,,,,0
Piper aurantiacum,Harenu,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Piper chaba,Chavya,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Parturition|Piles|Tumor(Abdomen),,,,,,0
Plumbago zeylanica,Chitraka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abortifacient|Abortive|Abscess|Ache(Head)|Anasarca|Bactericide|Candida|Counterirritant|Dermatosis|Diarrhea|Digestive|Diuretic|Dyspepsia|Emmenagogue|Enema|Expectorant|Fever|Flu|Funereal|Fungicide|Itch|Leprosy|Malaria|Parturition|Piles|Rheumatism|Ringworm|Skin|Sore|Splenitis|Swelling|Tonic|Tumor|Tumor(Abdomen)|Tumor(Glands)|Vermifuge|Vesicant|Wart,,pregnancy_caution,,,,0
Premna integrifolia,Ganikarika,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Deodorant|Fever|Lactagogue|Pneumonia|Tumor(Abdomen),,,,,,0
Rhus succedanea,Karkata,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Antidote(Varnish)|Antivinous|Astringent|Cardiotonic|Cholagogue|Diarrhea|Dysentery|Expectorant|Fever|Ointment-Base|Ophthalmia|Poison|Pthisis|Stimulant|Sympathomimetic|Tonic|Tumor(Abdomen),,general_toxicity,,,,0
Ruellia longifolia,Kokilaksha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Rumex vesicarius,Amlaveterinaryasa,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Alterative|Astringent|Depurative|Laxative|Poison|Scurvy|Sedative|Tonic|Tumor(Abdomen),,general_toxicity,,,,0
Sanguisorba officinalis,Pimpernel,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Anodyne|Apertif|Astringent|Burn|Cordial|Diarrhea|Diuretic|Dysentery|Enterorrhagia|Fever|Furunculosis|Hematemesis|Hematochezia|Hemoptysis|Hemorrhage|Hemostat|Hemostatic|Inflammation|Internulcer|Parturition|Piles|Sore|Stomachic|Styptic|Sudorific|Tonic|Tumor(Abdomen)|Uterus|Vulnerary,,,,,,0
Sansevieria zeylanica,Murva,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Tumor(Abdomen),,,,,,0
Seseli indicum,Dipyaka,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Candida|Fungicide|Tumor(Abdomen),,,,,,0
Sida spinosa,Bala,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Astringent|Bladder|Debility|Demulcent|Diaphoretic|Fever|Gleet|Gonorrhea|Hyperglycemia|Refrigerant|Tonic|Tumor(Abdomen),,,,,,0
Solanum indicum,Vrihati,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Tooth)|Colic|Diuretic|Fever|Rhinosis|Sore|Tumor(Abdomen),,,,,,0
Stephania hernandifolia,Patha,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Abdomen|Ache(Tooth)|Arthritis|Carminative|Gingivitis|Laryngitis|Poison|Refrigerant|Rheumatism|Tumor(Abdomen),,general_toxicity,,,,0
Tabernaemontana coronaria,Nata,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Anodyne|Tumor(Abdomen)|Vermifuge,,,,,,0
Terminalia chebula,Abhaya,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Aperient|Asthma|Astringent|Bronchitis|Burn|Cancer(Esophagus)|Candida|Cardiotonic|Carminative|Collyrium|Conjunctivitis|Cough|Demulcent|Deobstruent|Diarrhea|Dysentery|Dysuria|Ejaculation|Energy|Enterorrhagia|Evil eye|Eye|Fumitory|Fungicide|Gum|Hair-Dye|Hematofeces|Hematuria|Hoarseness|Inflammation|Laxative|Leucorrhea|Lung|Measles|Metritis|Metrorrhagia|Prolapse|Rectum|Scald|Sore(Throat)|Splenitis|Splenomegaly|Sweat|Syphilis|Tonic|Tumor(Abdomen)|Tumor(Lachrymae)|Ulcer|Wet-Dream,,,,,,0
Trichosanthes cucumerina,,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Head)|Alopecia|Alterative|Bilious|Boil|Bronchitis|Cathartic|Emetic|Fever|Hemagglutinant|Hydragogue|Laxative|Malaria|Refrigerant|Stomachic|Tumor(Abdomen)|Vermifuge,,,,,,0
Vanda roxburghii,Rasna,,phytochemical,Tumor(Abdomen),Dr. Duke,,,Ache(Ear)|Dyspepsia|Eye|Rheumatism|Sore|Tumor(Abdomen)|Urticaria,,,,,,0
Aloe arabica,Sabr,,phytochemical,Tumor(Anus),Dr. Duke,,,Tumor(Anus),,,,,,0
Cistus ladaniferus,Ladanum,,phytochemical,Tumor(Anus),Dr. Duke,,,Astringent|Bronchitis|Dropsy|Dysentery|Fumigant|Hemostat|Hernia|Insecticide|Nervine|Purgative|Soap|Stimulant|Tumor(Anus),,,,,,0
Sabal mexicanum,Xan,,phytochemical,Tumor(Arm),Dr. Duke,,,Tumor(Arm),,,,,,0
Euphorbia prostrata,Golondrino,,phytochemical,Tumor(Armpit),Dr. Duke,,,Abscess|Corn|Diarrhea|Enteritis|Excrescence|Pimple|Scorpion|Tumor(Armpit),,,,,,0
Asparagus officinalis,Asparagus,,phytochemical,Tumor(Bladder),Dr. Duke,,,Ache(Back)|Ache(Tooth)|Aperient|Aphrodisiac|Asthenia|Bladder|Cardiac|Debility|Demulcent|Deobstruent|Depurative|Diuretic|Dropsy|Fattening|Gout|Heart|Hepatitis|Hydropsy|Hypertension|Kidney|Liver|Lumbago|Lung|Neurasthenia|Parasiticide|Purgative|Rheumatism|Sedative|Stone|Thigh|Tumor(Bladder),,,,,,0
Pinus pinea,"Pine,Stone",,phytochemical,Tumor(Bladder),Dr. Duke,,,Tumor(Bladder),,,,,,0
Asphodelus ramosus,Asphodel,,phytochemical,Tumor(Breast),Dr. Duke,,,Diuretic|Emmenagogue|Tumor(Breast),,pregnancy_caution,,,,0
Basella alba,Tian Kui Zi,,phytochemical,Tumor(Breast),Dr. Duke,,,Acne|Cosmetic|Demulcent|Emollient|Hepatoma|Intestine|Leukemia|Lymphoma|Nose|Rhinitis|Sore|Syphilis|Tumor(Breast),,,,,,0
Cordia dichotoma,,,phytochemical,Tumor(Breast),Dr. Duke,,,Astringent|Chest|Demulcent|Diuretic|Dysentery|Dyspepsia|Expectorant|Fever|Piscicide|Ringworm|Tumor(Breast)|Urogenital,,,,,,0
Cynanchum vincetoxicum,Swallowwort,,phytochemical,Tumor(Breast),Dr. Duke,,,Diaphoretic|Dropsy|Emetic|Medicine(Veterinary)|Sudorific|Tumor(Breast),,,,,,0
Epimedium alpinum,,,phytochemical,Tumor(Breast),Dr. Duke,,,Refrigerant|Sudorific|Tumor(Breast),,,,,,0
Ferula communis,"Fennel,Giant",,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
Galium asprellum,"Bedstraw,Rough",,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
Gynura bulbosa,Cay Tam That,,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
Heliotropium sp,Totecyxiuh,,phytochemical,Tumor(Breast),Dr. Duke,,,Cough|Tumor(Breast),,,,,,0
Hemerocallis fulva,Hsuan Ts'Ao,,phytochemical,Tumor(Breast),Dr. Duke,,,Anodyne|Depurative|Diuretic|Dropsy|Dysuria|Fever|Hemostatic|Intoxicant|Jaundice|Lithiasis|Parturition|Piles|Stimulant|Tumor|Tumor(Breast)|Ulcer,,general_toxicity,,,,0
Hemerocallis minor,Hsuan Ts'Ao,,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
Iresine celosia,,,phytochemical,Tumor(Breast),Dr. Duke,,,Cyst|Erysipelas|Fibroma(Cervix)|Ovary|Stomach|Tumor(Breast),,,,,,0
Leonurus macranthus,,,phytochemical,Tumor(Breast),Dr. Duke,,,Blood|Puerperium|Tumor(Breast),,,,,,0
Lepidium sativum,,,phytochemical,Tumor(Breast),Dr. Duke,,,Ache(Stomach)|Alterative|Anodyne|Antiscorbutic|Apertif|Aphrodisiac|Asthma|Bronchitis|Colic|Cough|Cyanogenetic|Depurative|Diarrhea|Diuretic|Dysentery|Dysuria|Emmenagogue|Gravel|Heart|Hepatitis|Lactagogue|Laxative|Liver|Myalgia|Phthisis|Piles|Pleuritis|Pneumonia|Polyp(Nose)|Renitis|Rubefacient|Scurvy|Sprain|Syphilis|Tenesmus|Thirst|Tonic|Tumor(Breast)|Wen,,pregnancy_caution,,,,0
Mentha crispa,"Mint,Roman",,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
Mentha gentilis,"Mint,Roman",,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
Narcissus poeticus,Nardschis,,phytochemical,Tumor(Breast),Dr. Duke,,,Perfume|Sclerosis|Sclerosis(Uterus)|Tumor(Breast)|Tumor(Ear)|Tumor(Uterus),,,,,,0
Newbouldia laevis,Osensenama,,phytochemical,Tumor(Breast),Dr. Duke,,,Ache(Ear)|Ache(Head)|Ache(Tooth)|Anodyne|Antiseptic|Bite(Snake)|Breast|Chest|Colic|Collyrium|Convulsion|Coryza|Dysentery|Dysmenorrhea|Elephantiasis|Epilepsy|Eye|Fever|Heart|Hemorrhage|Impotency|Lactogogue|Laxative|Malaria|Megalospleny|Orchitis|Parturition|Piles|Rheumatism|Scrotum|Sinusitis|Sore|Stomachic|Swelling|Syphilis|Tonic|Tumor|Tumor(Breast)|Uterus|Vermifuge,,,,,,0
Physalis minima,,,phytochemical,Tumor(Breast),Dr. Duke,,,Ache(Head)|Diuretic|Enterosis|Fever|Gonorrhea|Intoxicant|Purgative|Sore|Tonic|Tumor(Breast)|Vermifuge|Wound,,general_toxicity,,,,0
Saponaria vaccaria,,,phytochemical,Tumor(Breast),Dr. Duke,,,Abscess|Alterative|Amebiasis|Bactericide|Cough|Depurative|Diaphoretic|Discutient|Diuretic|Emetic|Emmenagogue|Expectorant|Fever|Furuncle|Galactogogue|Hepatitis|Jaundice|Lactogogue|Lymphangitis|Poison|Rheumatism|Scabies|Scrofula|Shampoo|Skin|Soap|Sore|Styptic|Sudorific|Tonic|Tumor(Breast)|Venereal|Vulnerary|Wound,,general_toxicity;pregnancy_caution,,,,0
Semiaquilegia adoxoides,Tian Kui Zi,,phytochemical,Tumor(Breast),Dr. Duke,,,Abscess|Alexiteric|Antidote|Bite(Snake)|Cystitis|Dermatitis|Diuretic|Fever|Hepatoma|Inflammation|Leukemia|Lymphoma|Mastitis|Oliguria|Tumor(Breast)|Venereal,,,,,,0
Sphaeranthus africanus,,,phytochemical,Tumor(Breast),Dr. Duke,,,Ache(Tooth)|Alterative|Bowel|Chest|Cough|Depurative|Emollient|Gastritis|Hepatitis|Insecticide|Piles|Repellant(Insect)|Resolvent|Sore(Throat)|Styptic|Tonic|Tuberculosis|Tumor(Breast)|Vermifuge,,,,,,0
Sphaeranthus cochinchinensis,,,phytochemical,Tumor(Breast),Dr. Duke,,,Tumor(Breast),,,,,,0
